 -0.0008093640059-0.0004796503112 0.0007833460133               0 00000
       0.27739093  -0.05227624519     0.033612875     0.667153399 10000
     -1.408758385     0.089458814   -0.0335849718    -0.265706749 01000
    0.01021502672   -0.7810829752       0.3286485  -0.00128007291 00100
   -0.08585053002     1.588583025    -2.096608135   -0.0894340584 00010
    -0.6055436409   0.03038608045  -0.06469234646     -1.95819072 20000
       3.60997779   0.01913298088    0.2228435554       14.525469 11000
     -2.814025663    -1.504876198    0.2506568155     -14.7683128 02000
   -0.01044722168     3.976221057   -0.9016538699     -0.67421213 10100
    0.04713877087    -1.166733632    0.8038276165       1.6860641 01100
    0.06602122004  -0.04947713451-0.0077227723170     -1.06471281 00200
    -0.2340603468    -41.79065794     8.621527136     -0.38616236 10010
      1.503187549     17.31899292    -6.248160127      2.63422556 01010
     0.1284240275     1.725035774   -0.4172975483      1.82692667 00110
    -0.6609873958      1.18954959   -0.5654144273      2.16863555 00020
      2.369479562   -0.5265616351    0.2409416483      6.95241266 30000
     -19.13015418      2.16589396    -1.294788911     -71.1762972 21000
       35.2607139    -3.319194991     0.680410702      218.345425 12000
      5.660495676    -8.814319232     9.020738002     -149.452012 03000
     -1.217237532    -22.79114037     2.877107851    -0.131920908 20100
      10.81525986     149.2757086    -16.30467851      31.2372059 11100
     -23.56668172    -188.9607505       2.6206756     -101.143387 02100
     0.4464498692   -0.2596481713    -1.012263321      10.8913494 10200
     -3.203760805     7.378575825   -0.3685622355    -0.267031569 01200
    -0.7226441146     7.638086703    -2.999504238    -0.170683087 00300
      4.087636752     231.5847209    -38.22933454     -16.8303129 20010
     -40.52265149    -1531.932222     238.0547251     -67.3108236 11010
      95.17652783     2147.976009    -222.5251929      322.020556 02010
     -6.952413406    -2.951476553      14.8899909     -182.352086 10110 
      55.94672379    -56.64986142    -16.28116231      240.872342 01110
      9.565415716    -47.88043553     23.79193519     -5.74748554 00210
      58.77676102     67.36328452    -60.56824272      460.460434 10020
     -363.9556053     158.7564852       56.493663      -1535.5001 01020
     -48.86980318    -7.071486923    -99.89604892      3.60570705 00120
       79.7781928     821.9367606     193.4013565      60.5709952 00030
     -9.477863545     7.582150047    -4.478406505     -14.2826759 40000
      72.25750649    -71.34547594     49.60420197      186.845598 31000
       12.4565317     211.6808975    -186.1170114     -800.174844 22000
      -995.290398    -56.92207361     252.7054557      1214.13639 13000
      1646.389931    -312.8862492    -84.39823286     -234.780373 04000
      1.601964709     24.94231512     1.804685428      15.1818966 30100
     -28.43658059    -229.5771715     -7.77381562     -283.774899 21100
      63.40537343     47.18924339     81.68493961      1247.01195 12100
      39.53699414     940.6625727     37.45594796     -1071.09369 03100
     -7.048134474     8.667126474     6.334451426     -28.4648732 20200
      52.53849585    -113.5054498     26.82875105      76.3825835 11200
     -101.3920409    -30.02128253    -32.35200673     -33.7632646 02200
       10.7437982    -22.90100658     12.38787461      19.6121472 10300
     -18.88253973    -257.0034645     27.71580444      -68.174109 01300
     -5.413469033      14.6269586    -9.320027749     -12.3156414 00400
     -24.49091873    -482.1969712     29.30014042      116.743681 30010
       345.871512     4191.328664    -254.7870666     -377.730634 21010
     -883.2288908    -5032.569518    -213.0164535      450.226463 12010
      91.31779367    -7728.455878     621.1265521     -4506.44417 03010
       20.3623926     41.68181539    -137.7382528      383.575703 20110
      -97.3373019     857.5588696     17.74693412      402.183396 11110
      84.55470952    -1131.014887     469.0921914      559.259523 02110
     -89.41791748     707.0911273    -252.4328227     -250.265865 10210
      70.10394778     1913.944553    -26.00800239      1218.11896 01210
      42.24218366    -235.5456806      109.761024      129.262735 00310
     -94.67243504    -943.9706601     649.2946674     -2128.65479 20020
      462.8475082     2494.657887     -1635.30859     -3113.60264 11020
       29.6215105     -375.137392    -242.4473141     -639.860161 02020
      365.3848852    -3493.133262      729.877162      584.175154 10120
     -68.53180392    -3809.469198    -51.42072348     -3393.68669 01120
     -133.7002868     1934.793803    -626.9318718     -560.255043 00220
     -891.3699926      7877.25272     -159.516489     -383.167868 10030
      -271.881178     1926.137491    -297.6694877     -500.540224 01030
     -258.0841221    -5159.967131     1380.859228      708.682182 00130
     -59.31431285    -1796.048793      467.288933      249.999843 00040
      35.76010788    -41.60101963     20.66100901      -7.2356411 50000
     -429.6536723     427.8300638     -227.289818      60.9384923 41000
      1525.384104    -1157.079243     704.2291416     -165.368284 32000
     -1123.587186      253.654721    -357.0891303      126.346427 23000
     -1274.595448     1120.173376    -654.7700184      254.189956 14000
     -638.1029193     896.6777389    -438.8748883      397.459782 05000
      30.33360757     83.91151032    -10.55278311     -83.9714915 40100
     -226.8308457    -468.3340368    -44.02799684      1280.47511 31100
      529.8741721      484.592519     753.3257632     -5435.80599 22100
     -267.1175308    -457.3782952    -959.5901939      3917.91024 13100
     -415.0461051    -1097.291787    -974.5013291      4721.51784 04100
      29.40584193    -29.67200418    -3.589563186      160.669472 30200
     -324.9231634     656.5084217    -135.8900495     -1470.35849 21200
      995.0788335    -2035.212022     722.2663303      3803.97338 12200
     -822.2271071     3657.115039    -1437.384726     -5268.00971 03200
     -26.23354415     110.9299406     13.21949449      23.5887834 20300
      20.23516317     164.2332063    -265.4644663     -679.870127 11300
      140.9634065     1824.279949    -295.1785282      2194.89905 02300
      24.28271427      -87.386015      46.5167866     -71.5784841 10400
      15.60563789    -94.21623645    -147.1542716      456.689968 01400
     -4.165908271    -68.05596037     8.365232559     -9.67856063 00500
     -58.41396122    -165.5572703    -0.855969131      -436.00193 40010
      120.6303455    -89.33915687     189.0791844      1890.14889 31010
      477.1582793     4125.590302    -989.9314105      2360.88545 22010
      279.2787632     2454.996758    -808.7777349       1623.2691 13010
      116.3240672     872.8814905    -401.9266812      840.602295 04010
     -53.23253975    -255.6589269     165.7729595     -943.482821 30110
      10.33451928    -2727.963372     582.5646603      4746.99874 21110
      68.84956689     -78.7101778     -122.545301      609.992834 12110
     -81.70451243     754.9819998    -333.8534802     -730.839786 03110
      188.5165336    -3011.857637     607.8812165      598.998199 20210
     -676.1241232    -4805.163204     2121.095455     -859.465574 11210
     -349.5831162    -3179.191906     1365.383572     -921.214445 02210
     -336.2723975     1377.617971    -485.2026169      464.747594 10310
      249.7686751     77.26760932     1124.149612     -2816.79138 01310
      192.3846028     1192.503254    -252.2456824      183.468825 00410
      584.7591884     2390.186981    -902.6166065      1792.78178 30020
      199.7279263     758.0413675    -418.5076896      515.524135 21020
      48.72753051      357.359784    -188.9211738     -108.469253 12020
     -5.699678921       189.37938    -95.06685145     -215.896274 03020
      395.2542199     18063.28222    -4823.428364     -721.124351 20120
     -102.6259847     1680.329951    -308.9031464     -817.171968 11120
     -64.49241462    -241.3712283     162.9080267     -406.643721 02120
      21.33747213     -3837.41547     577.1868918     -614.081888 10220
      172.5590724    -770.3567839     439.8834798     -269.113197 01220
     -1065.487851    -5338.344276     1588.696538     -562.173653 00320
     0.8949142006     6849.610804    -1656.666094     -402.195562 20030
     -32.31752932     972.3834551    -199.8963742     -150.006508 11030
     -15.09780142     97.23174027    0.8631733576     -55.0578267 02030
      18.69623624    -2037.310212     373.8454491     -16.5448678 10130
       40.5825674    -449.3903181     155.3762786     -10.4322299 01130
     -305.5679506    -510.2152355     200.4327186     -182.735064 00230
      5.721024292    -512.0586098     95.59986836      6.33640721 10040
      7.810936326    -116.0255511     36.70804527       2.5860752 01040
     -65.28080556    -25.27561555     17.31151338     -33.0662278 00140
     -12.33223766    -8.668597953      2.77683143     -5.71215558 00050
     -9.226721386     47.43655539    -17.92912569               0 60000
      100.7268371    -420.7308296     152.7634014               0 51000
     -173.8660261     650.0607364    -240.9709639               0 42000
     -356.3822226     350.6267949    -70.01444103               0 33000
      -234.935862     226.1237533    -23.93052483               0 24000
       -107.73564     148.4082694    -20.00024279               0 15000
     -36.54919001      80.5008742    -15.11878084               0 06000
     -60.29152714    -146.9303836     36.50441882               0 50100
      449.3954116     1077.659813    -238.6469833               0 41100
     -620.1223399    -534.9253398    -184.8786041               0 32100
     -481.1099312    -936.8649451    -97.32391934               0 23100
     -223.8689318    -664.7603126    -33.27207042               0 14100
     -86.79692299    -349.2646636    -9.994944172               0 05100
      16.38289437    -53.01241711     43.22070972               0 40200
     -193.3537807    -84.68324015    -291.6926815               0 31200
      474.9255994     731.9434864     203.2471257               0 22200
      286.4770034      873.523046     148.3228003               0 13200
      105.0661299     636.3077837     27.31626388               0 04200
      1.072624108     151.7571213     -58.9342534               0 30300
     -13.64028096    -1834.027592      729.977889               0 21300
     -4.904310945     1922.384479    -866.7639035               0 12300
      109.3845311     1138.304678    -503.5650543               0 03300
      5.041803107     208.9419778    -38.94052932               0 20400
     -7.282873758    -184.7170347    -271.3883481               0 11400
     -123.2158954     1783.826468     202.6051836               0 02400
      20.13810333     144.0844948    -60.70557019               0 10500
      61.87658809     58.49467133    -119.7893816               0 01500
      21.56072508    -35.51186046      21.0599958               0 00600
      133.9614344     276.5363768    -140.5423779               0 50010
     -609.7200734     -3249.90511     1593.007103               0 41010
     -342.8589561    -788.2584204     449.3141412               0 32010
     -124.9813039    -125.7335398     81.25294105               0 23010
     -36.45297088    -23.25812639     8.106674801               0 14010
     -8.190044449    -14.87530183   -0.9412704834               0 05010
     -48.40540282      1171.07187    -205.3475488               0 40110
     -8.755435173    -3162.333044     811.9674388               0 31110
      24.65239482    -1240.918419     358.4654039               0 22110
       29.3818984    -343.7790609      130.406253               0 13110
      18.75698383    -72.33195408     42.78238494               0 04110
     -38.83241467     746.3497777    -272.2180127               0 30210
     -114.0367575     2612.289893     -527.997282               0 21210
      -58.7493665     1310.151912    -317.9546332               0 12210
     -11.67934821     441.0088536    -106.8098573               0 03210 
      34.16544004    -1755.551176     634.6299562               0 20310
      -134.679477    -1516.385455     275.6700524               0 11310
     -69.44436153    -366.8015864      115.272734               0 02310
     -314.0329851    -1772.076165     799.0661585               0 10410
     -35.98846912     2375.412422    -541.3114963               0 01410
     -148.8102788     122.1487771    -92.71391939               0 00510
      40.64399884    -521.8831428     154.4591714               0 40020
      18.48713476    -583.9945063     139.3754581               0 31020
      5.884050504    -239.9725862     62.15921567               0 22020
      4.333345677    -79.16471632     24.01788639               0 13020
      2.755660391     -23.5587831     8.561716922               0 04020
      52.90640013    -363.0603723     19.24149926               0 30120
